Game Name,Executable Timestamp,Executable Filename,Executable Hash (MD5),Most Recent File Timestamp,Most Recent Filename,Most Recent File Hash (MD5),Volume Creation Date,Volume Modification Date,Filename
Dai-2-kai! Quiz Darake no Jinsei Game ,2002-07-26 17:46:44,/SLPM_871.56,25bbdd59635f94991e87a1bfa409eb44,2002-07-26 17:47:46,/SD2/Q506.BIN,d41d8cd98f00b204e9800998ecf8427e,2002-07-26 17:15:13,,Dai-2-kai! Quiz Darake no Jinsei Game (Japan).bin
Dai-3-Ji Super Robot Taisen ,1999-09-24 11:13:40,/SLPS_025.30,049c130a2f1e8c04da13925e56874d50,,,,1999-10-08 15:30:00,,Dai-3-Ji Super Robot Taisen (Japan) (Track 1).bin
Dai-4-Ji Super Robot Taisen S ,1996-03-08 18:49:58,/SLPS_001.96,84e618042e8653c1e6f5b90f4959bda5,,,,1996-03-09 11:07:00,,Dai-4-Ji Super Robot Taisen S (Japan) (Rev 1) (Track 1).bin
Dai-4-Ji Super Robot Taisen S ,1995-12-23 16:34:48,/SLPS_001.96,0330a3f96c24b4d726a434788945dc7e,,,,1995-12-23 17:00:00,,Dai-4-Ji Super Robot Taisen S (Japan) (Track 1).bin
Daibouken Deluxe: Haruka naru Umi ,1997-01-20 09:57:00,/SLPS_008.13,da9b4f9b11addec1db7e623160fcb08d,1997-01-24 13:38:30,/DMY.DMY,bf1e0451f7cbc6e6980f316e9256c045,1997-01-23 11:24:14,,Daibouken Deluxe - Haruka naru Umi (Japan).bin
Daikoukai Jidai Gaiden ,1997-10-27 00:00:00,/SLPS_010.21,cb4b329b2c080e0296d60115e55a628c,,,,1997-10-27 00:00:00,,Daikoukai Jidai Gaiden (Japan) (Rev 1).bin
Daikoukai Jidai Gaiden ,1997-08-08 00:00:00,/SLPS_010.21,07f9007998eb9dcda492ce303fe2bc4b,,,,1997-08-08 00:00:00,,Daikoukai Jidai Gaiden (Japan).bin
Daikoukai Jidai II ,1996-11-01 00:00:00,/SLPS_006.56,bc136cbcbefab7a5d557b182d415a20d,,,,1996-11-01 00:00:00,,Daikoukai Jidai II (Japan) (Track 1).bin
Daikoukai Jidai IV: Porto Estado ,2001-10-01 00:00:00,/SLPM_869.96,d9fb394f9f952937d42d7ad569ef648c,,,,2001-10-01 00:00:00,,Daikoukai Jidai IV - Porto Estado (Japan) (Koei the Best).bin
Daikoukai Jidai IV: Porto Estado ,1999-10-08 00:00:00,/SLPM_864.31,729c68f18bd2fa2c57b6d2092451d65d,,,,1999-10-08 00:00:00,,Daikoukai Jidai IV - Porto Estado (Japan) (Shokai Genteiban).bin
Daikoukai Jidai IV: Porto Estado ,1999-10-08 00:00:00,/SLPM_863.82,729c68f18bd2fa2c57b6d2092451d65d,,,,1999-10-08 00:00:00,,Daikoukai Jidai IV - Porto Estado (Japan).bin
Daiobake Yashiki: Hamamura Jun no Jitsuwa Kaidan ,1998-04-28 16:25:42,/SLPM_802.59,2087949bf2abd596f7ab8c777a91c82e,1998-04-28 16:33:36,/SYSTEM.CNF,b16c12adc225617ec66d1ef8fa33a5ad,1998-04-28 16:52:56,,Daiobake Yashiki - Hamamura Jun no Jitsuwa Kaidan (Japan) (Demo).bin
Daiobake Yashiki: Hamamura Jun no Jitsuwa Kaidan ,1998-05-13 00:19:06,/SLPS_014.11,7a95838573bd93da0768375662eedff7,,,,1998-05-14 19:30:00,,Daiobake Yashiki - Hamamura Jun no Jitsuwa Kaidan (Japan).bin
Daisenryaku: Master Combat ,1998-10-05 17:20:10,/SLPS_016.99,990b0d1c9d9c4d0aff45e63c10c2f371,1998-10-05 17:24:54,/SUB004/DAT126.STR,8af65e7ad401742b18fd89f343759b6c,1998-10-19 14:20:00,,Daisenryaku - Master Combat (Japan).bin
Daisenryaku: Player's Spirit ,1999-09-30 23:07:52,/SLPS_002.99,bd5cd4517b2c3a0d1e50e4dfdd33e417,1999-09-30 23:47:36,/FILELOC.DAT,b5f53d74ce7cf16b87c6f21ec85bf7a7,1999-10-18 16:12:36,,Daisenryaku - Player's Spirit (Japan) (Rev 1).bin
Daisenryaku: Player's Spirit ,1996-01-22 08:55:50,/SLPS_002.99,83f15b297cf531da4a0210711d4b2227,1996-02-06 15:30:42,/SUB2/STAFFROL.GRP,2829aff4ec694514a92c193a12a04540,1995-12-16 22:38:58,,Daisenryaku - Player's Spirit (Japan).bin
Dakar '97 ,1997-02-06 21:33:48,/SLPS_006.34,3edf3ca37b5b46cd6a733e56de992746,1997-02-07 00:00:00,/99.DA,d41d8cd98f00b204e9800998ecf8427e,1997-02-20 00:00:00,1997-03-14 00:00:00,Dakar '97 (Japan) (Track 1).bin
Dalmatians 2 ,2003-01-24 10:40:08,/SLES_040.61,14735248f5d5e2f2964d69b658a9a9cf,2003-02-12 14:09:10,/SYSTEM.CNF,8452465de118807b8975d7bc6656e108,2003-02-12 14:10:13,,"Dalmatians 2 (Europe) (En,Fr,De).bin"
"Dalmatians, The ",2000-07-17 15:04:34,/SLES_029.59,1140e501affeca3fbbce5cd5118a5fe2,2000-07-19 16:24:30,/16_PAD.RAW,12c232778709de9b02c02551fdf6e054,,,"Dalmatians, The (Europe) (En,Fr,De,Nl).bin"
DamDam Stompland ,1997-09-30 15:17:34,/SLPM_801.70,1863187e497501975eddd001a5091cba,1997-09-30 15:21:56,/SYSTEM.CNF,f8c69cc823f25d77c3905e60857901ab,1997-09-24 19:20:00,,DamDam Stompland (Japan) (Demo) (Track 01).bin
DamDam Stompland ,1997-10-24 13:34:36,/SLPS_011.35,3e21d951ba0750f4ef85da462f1401ff,1997-10-24 13:48:52,/NEXT.STS,526c38751864ca48c8f8253417298a22,1997-10-24 00:00:00,,DamDam Stompland (Japan) (Track 01).bin
Dance Dance Revolution: Best Hits ,2000-10-19 10:22:40,/SLPM_866.93,142782c9ad99b5ae68e09eb934c2703c,,,,,,Dance Dance Revolution - Best Hits (Japan).bin
Dance Dance Revolution: Disney Mix ,2001-06-27 10:50:28,/SLUS_012.81,2daaa6a1a2e73185b6c9435aa4e8ad2a,,,,2001-06-28 12:00:00,,Dance Dance Revolution - Disney Mix (USA).bin
Dance Dance Revolution: Disney's Rave ,2000-10-22 13:10:52,/SLPM_866.67,523ee8f5277f7d6689bfa9f05f7b8f72,,,,,,Dance Dance Revolution - Disney's Rave (Japan).bin
Dance Dance Revolution: Extra Mix ,2001-04-17 09:54:00,/SLPM_868.31,9b4f67761a10fb1b4faad440bb286191,,,,2001-04-17 11:30:00,,Dance Dance Revolution - Extra Mix (Japan).bin
Dance Dance Revolution ,1999-02-22 14:40:34,/SLPM_862.22,374b74a901e5c0b8c8cb223318ffe234,,,,1999-02-22 15:00:00,,Dance Dance Revolution (Japan) (Track 01).bin
Dance Dance Revolution ,2000-12-25 10:51:12,/SLUS_012.80,c8596a38779d1e83b54a45f1fefe6e71,,,,,,Dance Dance Revolution (USA).bin
Dance Dance Revolution 2nd Remix: Append Club Version Vol. 1 ,1999-09-20 19:52:32,/SLPM_863.70,ce10f5db81115d77b510e9c60920d841,1999-10-08 11:24:52,/APPEND.EXE,c94b53559bea99a5ee8f1df456eb38ed,1999-10-08 12:00:00,,"Dance Dance Revolution 2nd Remix - Append Club Version Vol. 1 (Japan, Asia) (Track 01).bin"
Dance Dance Revolution 2nd Remix: Append Club Version Vol. 2 ,1999-10-14 17:31:42,/SLPM_863.99,46dfd0288b8b319c08c0d2db8e7c0a74,1999-10-26 10:47:18,/APPEND.EXE,ed07eb92a2f2dcb4b546c0aced7ef9d4,1999-10-26 11:00:00,,Dance Dance Revolution 2nd Remix - Append Club Version Vol. 2 (Japan) (Track 01).bin
Dance Dance Revolution 2nd Remix ,1999-07-16 22:28:32,/SLPM_862.52,39a54e01f2682f930dc015f51b657df9,,,,1999-07-16 23:00:00,,Dance Dance Revolution 2nd Remix (Japan) (Track 01).bin
Dance Dance Revolution 3rd Mix ,2000-04-12 22:49:40,/SLPM_865.03,7414478cb085646d46e009f0fd7b9c20,,,,,,Dance Dance Revolution 3rd Mix (Japan).bin
Dance Dance Revolution 4th Mix ,2001-01-22 18:12:58,/SLPM_867.52,2ac7ee3023ec69f9641b7a214c1bff33,,,,2001-01-23 14:00:00,,Dance Dance Revolution 4th Mix (Japan) (Track 1).bin
Dance Dance Revolution 5th Mix ,2001-07-17 10:51:36,/SLPM_868.97,da832a0d354df10f40e9e0a92226227a,,,,2001-07-17 11:00:00,,Dance Dance Revolution 5th Mix (Japan).bin
Dance Dance Revolution Konamix ,2002-02-21 14:21:42,/SLUS_014.46,31a3441a9bb18d2ba608b4be9b160013,,,,2002-02-21 14:30:00,,Dance Dance Revolution Konamix (USA).bin
Dance Europe ,2003-10-10 17:06:23,/SLES_041.29,b5c1ca2303a5b3ab7079f6e488942187,,,,2003-10-10 17:41:01,,"Dance Europe (Europe) (Fr,De,Es,It,Nl,Pt).bin"
Dance-UK ,2003-09-18 17:36:16,/SLES_041.21,84d6017a9e8d4d3f24b0e6ea96a74c0d,,,,2003-09-18 18:06:23,,Dance-UK (UK).bin
Dance-UK eXtra Trax ,2004-03-30 17:27:44,/SLES_041.61,36fdd35cb1cec705ef86ad213fe98247,,,,2004-03-31 12:00:00,,Dance-UK eXtra Trax (UK).bin
Dance! Dance! Dance! ,1998-10-01 06:22:16,/SLPM_803.48,3b44a225c83ae8cd7efac98de66a8934,1998-10-02 17:14:46,/NORMAL.STR,ed607a51ab481ca10ce2fdefd9340846,1998-10-06 00:00:00,,Dance! Dance! Dance! (Japan) (Demo).bin
Dance! Dance! Dance! ,1998-10-27 00:23:04,/SLPM_861.50,5e3d991b5cfa0288b7880b4e004f16fa,,,,1998-10-04 20:38:02,,Dance! Dance! Dance! (Japan).bin
Dancing Blade Katte ni Momotenshi II: Tears of Eden ,1999-02-10 01:03:35,/SLPM_862.10,08cf7c4a565e968b16429782153823c6,,,,1999-02-10 01:03:35,,Dancing Blade Katte ni Momotenshi II - Tears of Eden (Japan) (Disc 1).bin
Dancing Blade Katte ni Momotenshi II: Tears of Eden ,1999-02-10 01:03:35,/SLPM_862.11,08cf7c4a565e968b16429782153823c6,,,,1999-02-10 01:03:35,,Dancing Blade Katte ni Momotenshi II - Tears of Eden (Japan) (Disc 2).bin
Dancing Blade Katte ni Momotenshi II: Tears of Eden ,1999-02-10 01:03:35,/SLPM_862.12,08cf7c4a565e968b16429782153823c6,,,,1999-02-10 01:03:35,,Dancing Blade Katte ni Momotenshi II - Tears of Eden (Japan) (Disc 3).bin
Dancing Blade Katte ni Momotenshi! ,1998-06-22 20:44:20,/EXE/SLPM_861.00,f8e15ab84621680deaccc1e777d46e16,1998-06-23 06:30:08,/MOV/N.STR,3199cd4ac9ec3c997cc311526c070185,1998-06-23 10:23:52,,Dancing Blade Katte ni Momotenshi! (Japan) (Disc 1).bin
Dancing Blade Katte ni Momotenshi! ,1998-06-23 11:12:16,/EXE/SLPM_861.01,f8e15ab84621680deaccc1e777d46e16,,,,1998-06-23 13:30:11,,Dancing Blade Katte ni Momotenshi! (Japan) (Disc 2).bin
Dancing Blade Katte ni Momotenshi! ,1998-06-23 10:44:28,/EXE/SLPM_861.02,f8e15ab84621680deaccc1e777d46e16,,,,1998-06-23 11:05:14,,Dancing Blade Katte ni Momotenshi! (Japan) (Disc 3).bin
Dancing Stage: Disney Mix ,2001-07-02 10:49:36,/SLES_033.84,b3d0e3d1f4f19797fe9bfd5fcb55b599,,,,2001-07-02 11:00:00,,Dancing Stage - Disney Mix (Europe).bin
Dancing Stage: Euromix ,2000-09-01 11:13:46,/SLES_029.41,9762c4d36ccc1cc1b699ae16b22f38c2,,,,,,Dancing Stage - Euromix (Europe) (Beta).bin
Dancing Stage: Euromix ,2000-09-28 16:40:54,/SLES_029.41,d0efdf44f598381d17179d1fa30f0884,2000-10-06 11:05:46,/DS.STR,cd1b81bf6948b8774be635c1e3b1d5a5,,,Dancing Stage - Euromix (Europe).bin
Dancing Stage: Party Edition ,2002-11-18 17:40:46,/SLES_038.82,e94bc07fb934580f448e0694f0a989a8,,,,2002-11-21 19:00:00,,Dancing Stage - Party Edition (Europe).bin
Dancing Stage featuring Dreams Come True ,2000-03-16 19:33:30,/SLPM_865.05,3174e86ed6e9b0796289029e1e94e495,,,,,,Dancing Stage featuring Dreams Come True (Japan).bin
Dancing Stage featuring True Kiss Destination ,1999-10-20 19:55:14,/SLPM_864.11,4d778edbb66f25deefd839fdb5ea52c8,,,,1999-10-20 20:00:00,,Dancing Stage featuring True Kiss Destination (Japan) (Track 01).bin
Dancing Stage Fever ,2003-07-24 17:09:58,/SLES_040.97,2cfd00ffe5b02181486f6eee00f6294d,,,,2003-07-29 13:00:00,,Dancing Stage Fever (Europe).bin
Dancing Stage Fusion ,2004-08-26 19:38:52,/SLES_041.63,101756f00fda88c6002799f7e1348555,,,,2004-08-27 13:00:00,,"Dancing Stage Fusion (Europe) (En,Fr,De,Es,It).bin"
Dangan ,1999-12-20 14:19:06,/SLPS_026.09,5672766eb830ef3233dbf160809de52d,,,,1999-12-22 00:00:00,,Dangan (Japan).bin
Danger Girl ,2000-09-14 19:47:12,/SLES_031.98,50016b6bc498060b6271e576185028bd,2000-09-14 20:07:26,/DBCMN/COMMON/COMMON.KLT,7be593fdf80e7df9c33b928d6794e78c,,,Danger Girl (Europe).bin
Danger Girl ,2000-08-10 14:19:24,/SLUS_008.81,1ea01037e020eb2d69a6b06425885d7d,2000-08-10 15:38:26,/DBCMN/COMMON/COMMON.KLT,7be593fdf80e7df9c33b928d6794e78c,,,Danger Girl (USA).bin
Dare Devil Derby 3D ,1997-07-15 12:13:46,/SLPS_010.25,66b1c1c134e45eb5a38588c9b44ee075,1997-07-15 14:19:52,/SYSTEM.CNF,7d0b3b8792aac87e8ab2ca86585e57db,1997-08-20 00:00:00,,Dare Devil Derby 3D (Japan) (Track 01).bin
Dare Devil Derby 3D ,1996-10-04 11:22:04,/SLUS_003.00,44efc1a9c85ba3c18ceabfc3ee1831ff,,,,1996-10-04 11:00:00,,Dare Devil Derby 3D (USA) (Track 01).bin
Darius Gaiden ,1996-09-01 22:57:14,/SLPM_800.54,eef0cddd9a26d0ab1a1a0f9454097d96,,,,1996-04-22 17:25:09,,Darius Gaiden (Japan) (Demo) (Track 01).bin
Darius Gaiden ,1996-10-21 19:14:58,/SLPS_005.74,15c29f0e614a0593b4e6a6b97ea0257b,,,,1996-04-22 17:25:09,,Darius Gaiden (Japan) (Track 01).bin
Dark Hunter Ge: Youma no Mori ,1997-04-30 00:00:00,/SLPS_007.89,a2567e5752ca43de0711b879efa3c135,,,,1997-04-30 00:00:00,,Dark Hunter Ge - Youma no Mori (Japan).bin
Dark Hunter Jou: Ijigen Gakuen ,1997-03-05 00:00:00,/SLPS_007.73,3e79dd267c9a2df34941a9e7e4736550,,,,1997-03-05 00:00:00,,"Dark Hunter Jou - Ijigen Gakuen (Japan) (En,Ja).bin"
Dark Hunter Jou: Ijigen Gakuen ,1997-03-05 00:00:00,/SLPS_007.73,3e79dd267c9a2df34941a9e7e4736550,,,,1997-03-05 00:00:00,,Dark Hunter Jou - Ijigen Gakuen (Japan).bin
Dark Messiah ,1998-04-18 23:43:46,/SLPS_014.22,be1247f440456cf34ad2be266547b321,,,,1998-04-19 19:00:00,,Dark Messiah (Japan).bin
Dark Seed II ,1997-08-03 17:37:00,/SLPS_009.38,7a2ac1343f116487ae7e2a1a74a87f12,,,,1997-08-03 17:00:00,,Dark Seed II (Japan).bin
Dark Tales: From the Lost Soul ,1999-07-12 20:40:56,/SLPS_023.16,f4c6c0da1a4c8d59e97d27af42869b0d,1999-07-22 11:19:34,/EFFECT/MEMCARD.MTM,ab1e9f43e3d12e4b67b677089ba5cb0d,1999-07-22 23:59:59,,Dark Tales - From the Lost Soul (Japan) (Track 1).bin
Darklight Conflict ,1997-05-06 23:02:32,/SLES_006.63,d82f8375418fa55a8dce21788a7f230b,,,,1997-05-07 11:43:12,,"Darklight Conflict (Europe) (En,Fr,De,Es,It,Sv) (Track 1).bin"
Darklight Conflict ,1997-05-17 17:35:26,/SLUS_004.57,0fa74287c057aaa2eb20a52a49111bb9,,,,1997-05-18 13:01:46,,"Darklight Conflict (USA) (En,Fr,De,Es,It,Sv) (Track 1).bin"
Darkseed ,1995-08-23 20:57:36,/PSX.EXE,86e5a6414c5a1db14574293c0b4c31f8,,,,1995-09-07 22:00:00,,Darkseed (Japan).bin
Darkstalkers: The Night Warriors ,1996-05-09 15:44:44,/SLES_002.51,1410109414e091e586c29cacee818ea2,,,,1996-07-02 12:00:00,,Darkstalkers - The Night Warriors (Europe) (Track 01).bin
Darkstalkers: The Night Warriors ,1996-04-30 16:00:30,/SLUS_000.36,4b3d3d44aec5e7c8e606beef724a7914,,,,1996-02-14 18:00:00,,Darkstalkers - The Night Warriors (USA) (Track 01).bin
Darkstalkers 3 ,1998-11-19 12:31:02,/SLES_017.19,ee17ef584bc9476679a5ab860956c500,1998-11-30 16:55:08,/SYSTEM.CNF,a574be76a9197c86f1cd835106c6c8ba,1998-12-02 10:00:00,,Darkstalkers 3 (Europe).bin
Darkstalkers 3 ,1998-10-26 17:18:58,/SLUS_007.45,18b641a1632fba1d7b4115bf1e0ab73c,1998-10-26 18:16:12,/VS.ARC,9b3827174bf3cf2df0655e7a9b73e750,1998-10-27 12:00:00,,Darkstalkers 3 (USA).bin
Darkstone ,2001-01-26 12:21:04,/SLES_034.47,e8af0181e674d0fadb978a869f9b8da5,2001-02-01 11:51:38,/SYSTEM.CNF,bdfd4bf56124399e71119bffc6effe62,2001-01-22 17:00:00,,Darkstone (Australia) (Track 01).bin
Darkstone ,2001-01-22 17:00:00,/SLES_006.12,7d3d14bcbddfbd1a8e489fe13ccf5407,,,,2001-01-22 17:00:00,,"Darkstone (Europe) (En,Fr,De,Es,It) (Track 01).bin"
Darkstone ,2000-12-18 11:59:08,/SLUS_011.82,36239e201fa4a23818878effb3d2c5b8,2001-01-17 19:54:56,/DRAGON_B.EXE,a6d2825eb389d078a05ab39e36b1f104,2001-01-17 21:15:17,,Darkstone (USA) (Track 01).bin
Dave Mirra Freestyle BMX: Maximum Remix ,2001-04-16 00:00:00,/SLES_033.71,0210db1d88c7777677eddb8d1c9f119b,,,,2001-04-16 00:00:00,,Dave Mirra Freestyle BMX - Maximum Remix (Europe) (Track 1).bin
Dave Mirra Freestyle BMX: Maximum Remix ,2001-04-16 00:00:00,/SLUS_013.47,c22d28ff2b53204a33e91dac9e7a4466,,,,2001-04-16 00:00:00,,Dave Mirra Freestyle BMX - Maximum Remix (USA) (Track 1).bin
Dave Mirra Freestyle BMX ,2000-04-30 19:24:02,/SLED_031.15,09f4854c461b83d430a9c109dfdcc3a9,2000-06-23 17:33:10,/BMX/BMX.EXE,d799a2163a4e0b88808a420be0fec867,,,Dave Mirra Freestyle BMX (Europe) (Demo) (Track 1).bin
Dave Mirra Freestyle BMX ,2000-08-28 19:42:08,/SLES_027.40,252366225dbd8fd8565e0926b8b48fd2,,,,,,Dave Mirra Freestyle BMX (Europe) (Track 1).bin
Dave Mirra Freestyle BMX ,2000-09-26 23:53:08,/SLPM_866.82,5d8eeaf5b6084e2230717984ebca5318,,,,,,Dave Mirra Freestyle BMX (Japan) (Track 1).bin
Dave Mirra Freestyle BMX ,2000-06-28 16:19:54,/SLUS_010.26,0f2bc02f36bbce25dd72dba2e7cc4edf,2000-08-14 23:35:30,/MOVIE/CREDITS.STR,a1a2eadf07f6a07419787ac713a11307,,,Dave Mirra Freestyle BMX (USA) (Beta).bin
Dave Mirra Freestyle BMX ,2000-04-30 19:24:02,/SLUS_810.26,534e9db1d1da29ebf2d0368c4c45305f,2000-06-23 17:33:10,/BMX/BMX.EXE,5dafa9ca16fca8c366cf07f523fc5bee,,,Dave Mirra Freestyle BMX (USA) (Demo) (Track 1).bin
Dave Mirra Freestyle BMX ,2000-08-20 13:45:08,/SLUS_010.26,9e7d85bfa223c8b5d1fecda7f06f309f,,,,,,Dave Mirra Freestyle BMX (USA) (Rev 1) (Track 1).bin
Dave Mirra Freestyle BMX ,2000-06-28 16:19:54,/SLUS_010.26,6ace3606f50d48889132a22eb957f08c,2000-08-19 19:17:12,/AUDIO/SFXMEN01.ZSD,00ca19c114ee54209de2d4b70909c3e2,,,Dave Mirra Freestyle BMX (USA) (Track 1).bin
David Beckham Soccer ,2001-09-19 10:54:14,/SLES_036.82,b8861139529ee27c0416fa264547f8c9,2001-09-19 12:08:50,/GAME.EXE,0b5b0053036767bb4c463d223407ef08,2001-09-27 14:00:00,,"David Beckham Soccer (Europe) (Fr,De,Es,It).bin"
David Beckham Soccer ,2001-08-30 13:09:50,/SLES_034.88,b8861139529ee27c0416fa264547f8c9,2001-09-04 09:19:56,/GAME.EXE,c1234c5e0de8b12dddc005b6c13e340c,2001-09-18 14:00:00,,David Beckham Soccer (Europe).bin
David Beckham Soccer ,2001-09-17 16:36:34,/SLUS_014.55,4b2174b23d842ea7d4be0a409fc9e0cd,2002-02-21 11:17:52,/DATAFILE.DAT,6d728b297915067d3c141656932e61d1,2002-04-26 01:00:00,2002-04-26 01:00:00,David Beckham Soccer (USA).bin
Davis Cup Complete Tennis ,1996-07-31 17:31:14,/SLES_000.96,081b1d3a3912300778e181f7b43ab16d,1996-08-01 11:15:18,/MOVIES/DAVSMORF.STR,3c582e973b9c0b04f7ebab772b127abe,1996-08-14 17:17:00,,Davis Cup Complete Tennis (Europe) (Track 1).bin
DBZ: Dead Ball Zone ,1998-04-02 08:08:50,/SLES_010.40,8a883f2050f2ac5ef9644a07660716fb,1998-04-02 08:08:58,/DBZ/FEND.EXE,3727f14edb3084a2afa2b996f7b68d95,1998-04-08 12:00:00,,"DBZ - Dead Ball Zone (Europe) (En,Fr,De,Es,It).bin"
DBZ: Dead Ball Zone ,1998-04-20 05:06:40,/SLUS_006.58,a72a8bd6156a6666bc99734b844ba57b,1998-04-20 05:06:50,/DBZ/FEND.EXE,c4c0e4567428c4b27204319f2b5ec3d0,1998-07-28 12:00:00,,"DBZ - Dead Ball Zone (USA) (En,Fr,De,Es,It).bin"
De Sang Froid ,2000-06-15 19:46:00,/SCES_021.50,84b46f91249f90575979000a3fcbc217,,,,,,De Sang Froid (France) (Disc 1).bin
De Sang Froid ,2000-06-15 19:46:11,/SCES_121.50,84b46f91249f90575979000a3fcbc217,,,,,,De Sang Froid (France) (Disc 2).bin
Dead in the Water ,1999-01-04 18:19:44,/SLUS_006.93,2878e09fd2ba65f3b0734d436c99abcc,1999-01-19 21:21:00,/DITW.EXE,0d91ae879b378ab974ebe19fa624e76f,1999-01-25 00:00:01,,Dead in the Water (USA) (Track 01).bin
Dead or Alive ,1998-04-22 12:52:32,/SCES_012.59,6baf227b3dea3a5928a6672ae572601c,,,,1998-04-22 13:00:00,,Dead or Alive (Europe) (Beta) (Alt) (Track 01).bin
Dead or Alive ,1998-05-28 18:56:24,/SCES_012.59,c28997aaa352b4fcc1a024990f8b6c24,,,,1998-05-30 17:00:00,,Dead or Alive (Europe) (Track 01).bin
Dead or Alive ,1998-02-04 00:23:32,/SLPS_012.89,be37abfbc8553887ef3f44553c147cb5,,,,1998-02-04 01:00:00,,Dead or Alive (Japan) (Track 01).bin
Dead or Alive ,1997-10-15 14:16:06,/SCED_013.72,91e70218d24347fc4dd7b1309ca99889,1998-06-05 12:04:02,/MOVIES/COVDISC.VLC,162452f17e2eca69a7cea157a4f6fe40,1998-06-18 12:04:33,,Dead or Alive (UK) (Demo) (Track 1).bin
Dead or Alive ,1998-01-10 01:15:38,/PSX.EXE,f58a118ecb88b35daf5cad463a74fcbb,,,,1998-01-10 03:00:00,,Dead or Alive (USA) (Beta 1) (Track 01).bin
Dead or Alive ,1998-02-20 15:12:56,/SLUS_006.06,76a793861b9c656b1c4edcc0d402d31a,,,,1998-02-20 15:30:00,,Dead or Alive (USA) (Beta 2) (Track 01).bin
Dead or Alive ,1998-01-21 20:01:44,/SLUS_806.06,502ffb449b658752828c2ebfb02d8728,,,,1998-01-21 20:30:00,,"Dead or Alive (USA) (En,Ja) (Demo) (Track 01).bin"
Dead or Alive ,1998-02-28 16:28:22,/SLUS_006.06,47306b5334ea8ddb95d0d530bdff1b64,1998-02-28 17:53:26,/ENDING.STR,524c46641d105a5d7eee90b9946eb782,1998-02-28 18:30:00,,Dead or Alive (USA) (Track 01).bin
Deadheat Road ,1996-01-09 02:33:20,/SLPS_002.67,105a582e644a696639f429d3a1017915,1996-02-02 15:50:04,/TIM/ETC/ME_E.TIM,7e2ff7493f77248b51511378c65681ec,1996-01-10 14:57:03,,Deadheat Road (Japan) (Track 01).bin
Deadly Skies ,1997-09-11 12:17:38,/SLPS_010.36,3b6a6783dda6a7d9e53fa85cefff17ac,1997-09-11 12:17:46,/CREDITS.EXE,edfbec9d4ed19853c92fe410801010ac,1997-07-19 17:03:08,,Deadly Skies (Japan) (Track 01).bin
Death Wing ,1996-09-12 01:26:10,/SLPS_004.89,963e0a32a1bd62c1eeb2d176519f14d6,,,,1996-09-12 01:20:00,,Death Wing (Japan) (Track 01).bin
DeathMask ,1995-11-05 22:38:16,/SLPS_002.25,a499ad915b86e00acc37b0959ef51959,1995-12-26 00:41:06,/ACT04/A04S02P.STR,31c326ebed5aa997a815cf5781fa305f,1995-11-14 18:00:00,1995-12-21 12:00:00,DeathMask (Japan) (Disc 1).bin
DeathMask ,1995-11-05 22:37:00,/SLPS_002.26,5c21f15a11dd5d0cf0ff104f3d50ddd8,1995-12-21 14:12:52,/SYSTEM.CNF,eb96a8c83afc3acded82b10fa9b2b2e8,1995-11-14 18:00:00,1995-12-21 12:00:00,DeathMask (Japan) (Disc 2).bin
DeathMask ,1995-11-05 22:33:26,/SLPS_002.27,ee33f46783db6e912e00faff5f5a090a,1995-12-22 16:39:00,/SYSTEM.CNF,fe72c0370dabeb38bd485b7ec10f5b91,1995-11-14 18:00:00,1995-12-21 12:00:00,DeathMask (Japan) (Disc 3).bin
Debut 21 ,1998-06-01 00:00:00,/SLPS_012.29,48e60f3b595fe3cdce2d14ea27a57401,,,,1998-06-01 00:00:00,,Debut 21 (Japan).bin
Deception III: Dark Delusion ,2000-02-02 20:57:10,/SLUS_010.67,566dc0e34cf1a9ff243645b9d5dc4a45,,,,,,Deception III - Dark Delusion (USA).bin
Deco Pre 2 '99 ,1999-07-31 21:37:34,/SLPM_804.78,8e6dd3482a37cb1ebe1b421b855bc738,1999-08-01 01:45:08,/JIN7/MAIN.EXE,0a6fa641569f3f5a17d983af79df908b,1999-08-01 14:00:00,,Deco Pre 2 '99 (Japan).bin
Deco Pre 97-98: Data East Taikenban Special ,1997-10-10 18:00:30,/SLPM_801.74,f02c0a7d186b82fced046ecf6e641e57,1997-10-10 18:03:02,/BG2/MD3PS.EXE,3afaf94e14718c01fac808dc714ea958,1997-10-12 13:00:00,,Deco Pre 97-98 - Data East Taikenban Special (Japan).bin
Deep Freeze ,1998-11-10 01:38:40,/SLPS_018.17,e23c4446c73b1fb0ec894a9922d48dbd,,,,1998-11-12 00:00:00,,Deep Freeze (Japan) (Track 1).bin
Deep Sea Adventure: Kaitei-kyuu Pantarassa no Nazo ,1997-01-30 13:35:26,/SLPM_800.91,c79624d9b74853f2c3da07dee97af167,1997-01-30 13:35:50,/ETC/SYSTEM.TOL,1588e9f9fa8dc280f07ce726f98ad4b9,1997-01-30 14:00:00,,Deep Sea Adventure - Kaitei-kyuu Pantarassa no Nazo (Japan) (Demo) (Track 01).bin
Deep Sea Adventure: Kaitei-kyuu Pantarassa no Nazo ,1997-02-04 15:21:32,/SLPS_006.60,c42f5b65f8858601fe0a28b1d2dda82a,,,,1997-02-04 15:40:00,,Deep Sea Adventure - Kaitei-kyuu Pantarassa no Nazo (Japan) (Disc 1) (Track 01).bin
